"U.S. Border Patrol Blaine and Spokane Sectors' Apprehensions"|||||||||
"January 1, 2012 - June 30, 2019"|||||||||
"Data includes Deportable Aliens Only"|||||||||
"Data Source: EID (Unofficial) as of 9/30/19"|||||||||
|||||||||
|||||||||
"APPR_DT_TIME"|"SECTOR"|"APP_AGE"|"GENDER"|"COMPLEXION"|"HAIR_COLOR"|"EYE_COLOR"|"CITIZENSHIP"|"STATUS_WHEN_FOUND"|"CRIMINAL_ALIEN"
7/3/2013 2:20:00 PM|"SPW"|26|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
7/3/2013 4:24:00 PM|"SPW"|33|"Male"|"MED"|"RED"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
7/4/2013 9:30:00 PM|"BLW"|23|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
7/6/2013 4:48:00 AM|"SPW"|24|"Male"|"MBR"|"BRO"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
7/7/2013 11:15:00 AM|"BLW"|23|"Male"|"MED"|"BLK"|"BRO"|"THAILAND"|"TRAVEL/SEEKING"|"N"
7/8/2013 11:29:00 AM|"SPW"|22|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
7/8/2013 12:55:00 PM|"SPW"|44|"Male"|"FAR"|"RED"|"BRO"|"CANADA"|"IN TRAVEL"|"N"
7/8/2013 1:05:00 PM|"SPW"|24|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
7/9/2013 11:51:00 AM|"SPW"|44|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
7/9/2013 1:14:00 PM|"SPW"|46|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
7/10/2013 1:00:00 AM|"BLW"|24|"Male"|"MED"|"BLK"|"BRO"|"EL SALVADOR"|"IN TRAVEL"|"N"
7/10/2013 7:59:00 AM|"SPW"|24|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
7/10/2013 7:59:00 AM|"SPW"|24|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"Y"
7/12/2013 1:25:00 PM|"BLW"|22|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"IN TRAVEL"|"N"
7/12/2013 3:35:00 PM|"BLW"|40|"Female"|"MED"|"BLK"|"BRO"|"UNITED KINGDOM"|"IN TRAVEL"|"N"
7/12/2013 3:35:00 PM|"BLW"|16|"Female"|"MED"|"BLK"|"BRO"|"UNITED KINGDOM"|"TRAVEL/SEEKING"|"N"
7/13/2013 3:15:00 PM|"BLW"|49|"Male"|"MED"|"GRY"|"BRO"|"SPAIN"|"TRAVEL/SEEKING"|"N"
7/13/2013 3:45:00 PM|"BLW"|38|"Male"|"MED"|"BLK"|"BRO"|"COLOMBIA"|"TRAVEL/SEEKING"|"N"
7/14/2013 7:25:00 PM|"SPW"|34|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"SEEKING EMPLOYMENT"|"N"
7/15/2013 5:02:00 AM|"BLW"|29|"Male"|"MED"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"Y"
7/15/2013 5:02:00 AM|"BLW"|33|"Male"|"MED"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"
7/16/2013 9:58:00 AM|"SPW"|20|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
7/16/2013 10:53:00 AM|"SPW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
7/16/2013 12:01:00 PM|"SPW"|31|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
7/16/2013 11:30:00 PM|"BLW"|20|"Female"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
7/16/2013 11:30:00 PM|"BLW"|3|"Female"|"MED"|"BLK"|"BRO"|"PAKISTAN"|"IN TRAVEL"|"N"
7/16/2013 11:55:00 PM|"BLW"|32|"Female"|"MED"|"BLK"|"BRO"|"PAKISTAN"|"TRAVEL/SEEKING"|"N"
7/16/2013 11:55:00 PM|"BLW"|50|"Male"|"MED"|"BLK"|"BRO"|"PAKISTAN"|"TRAVEL/SEEKING"|"N"
7/16/2013 11:55:00 PM|"BLW"|39|"Male"|"MED"|"BLK"|"BRO"|"PAKISTAN"|"TRAVEL/SEEKING"|"N"
7/18/2013 10:48:00 PM|"BLW"|30|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
7/18/2013 10:48:00 PM|"BLW"|39|"Female"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
7/18/2013 11:48:00 PM|"BLW"|40|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
7/19/2013 4:00:00 AM|"BLW"|24|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"IN TRAVEL"|"N"
7/20/2013 6:30:00 PM|"BLW"|22|"Female"|"MED"|"BLK"|"BRO"|"CHINA, PEOPLES REPUBLIC OF"|"TRAVEL/SEEKING"|"N"
7/20/2013 6:30:00 PM|"BLW"|46|"Female"|"MED"|"BLK"|"BRO"|"CHINA, PEOPLES REPUBLIC OF"|"TRAVEL/SEEKING"|"N"
7/21/2013 5:15:00 PM|"SPW"|31|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"Y"
7/21/2013 5:15:00 PM|"SPW"|26|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
7/22/2013 12:10:00 AM|"BLW"|29|"Female"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
7/22/2013 12:10:00 AM|"BLW"|30|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
7/22/2013 12:10:00 AM|"BLW"|3|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
7/22/2013 11:03:00 AM|"SPW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
7/24/2013 12:24:00 PM|"SPW"|32|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
7/25/2013 6:00:00 PM|"SPW"|25|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"AGRICULTURE"|"N"
7/25/2013 6:00:00 PM|"SPW"|53|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"AGRICULTURE"|"N"
7/25/2013 11:25:00 PM|"SPW"|35|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
7/29/2013 6:15:00 AM|"SPW"|22|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"TRAVEL/SEEKING"|"N"
7/29/2013 6:15:00 AM|"SPW"|24|"Male"|"MBR"|"BLK"|"BRO"|"MEXICO"|"CONSTRUCTION"|"N"
7/29/2013 12:10:00 PM|"SPW"|28|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
7/29/2013 6:20:00 PM|"BLW"|36|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"Y"
7/30/2013 1:30:00 PM|"SPW"|19|"Male"|"MED"|"BRO"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
7/31/2013 8:00:00 PM|"BLW"|25|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
7/31/2013 8:00:00 PM|"BLW"|31|"Male"|"MED"|"BRO"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
7/31/2013 8:00:00 PM|"BLW"|38|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
7/31/2013 8:00:00 PM|"BLW"|19|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
8/1/2013 11:52:00 AM|"SPW"|23|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
8/5/2013 1:23:00 PM|"SPW"|41|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
8/5/2013 2:25:00 PM|"SPW"|37|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
8/6/2013 2:35:00 AM|"BLW"|36|"Male"|"MED"|"BLK"|"BRO"|"BRAZIL"|"TRAVEL/SEEKING"|"N"
8/6/2013 2:35:00 AM|"BLW"|27|"Female"|"MED"|"BLK"|"BRO"|"BRAZIL"|"TRAVEL/SEEKING"|"N"
8/6/2013 3:39:00 AM|"BLW"|44|"Male"|"MED"|"GRY"|"BRO"|"BRAZIL"|"TRAVEL/SEEKING"|"N"
8/6/2013 3:39:00 AM|"BLW"|32|"Female"|"MED"|"BLK"|"BRO"|"BRAZIL"|"TRAVEL/SEEKING"|"N"
8/6/2013 11:14:00 AM|"SPW"|40|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
8/6/2013 12:55:00 PM|"SPW"|20|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
8/6/2013 9:50:00 PM|"BLW"|40|"Female"|"MED"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"
8/6/2013 9:50:00 PM|"BLW"|42|"Male"|"MBR"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"
8/7/2013 1:30:00 PM|"SPW"|31|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"Y"
8/7/2013 5:15:00 PM|"SPW"|32|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
8/8/2013 1:57:00 PM|"SPW"|28|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
8/8/2013 4:37:00 PM|"BLW"|38|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"AGRICULTURE"|"N"
8/11/2013 2:00:00 AM|"SPW"|27|"Male"|"MBR"|"BLK"|"BRO"|"GUATEMALA"|"SEEKING EMPLOYMENT"|"Y"
8/11/2013 2:06:00 AM|"SPW"|47|"Male"|"FAR"|"BLK"|"BRO"|"IRAN"|"IN TRAVEL"|"N"
8/11/2013 3:15:00 PM|"BLW"|41|"Male"|"MED"|"BLK"|"BRO"|"EL SALVADOR"|"TRAVEL/SEEKING"|"N"
8/11/2013 4:21:00 PM|"BLW"|38|"Female"|"MED"|"BRO"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
8/11/2013 4:21:00 PM|"BLW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
8/11/2013 4:21:00 PM|"BLW"|21|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
8/12/2013 10:55:00 AM|"BLW"|27|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
8/12/2013 11:11:00 AM|"SPW"|25|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
8/12/2013 12:08:00 PM|"SPW"|36|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
8/12/2013 1:14:00 PM|"SPW"|36|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
8/15/2013 10:26:00 AM|"BLW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
8/15/2013 11:00:00 AM|"SPW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
8/15/2013 11:38:00 AM|"SPW"|22|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
8/15/2013 12:40:00 PM|"SPW"|32|"Female"|"MED"|"BLK"|"BRO"|"HONDURAS"|"IN INSTITUTION"|"N"
8/15/2013 8:09:00 PM|"BLW"|28|"Male"|"MED"|"BLK"|"BRO"|"INDIA"||"N"
8/17/2013 11:06:00 PM|"BLW"|29|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
8/18/2013 11:45:00 PM|"SPW"|43|"Male"|"MED"|"BRO"|"BRO"|"MEXICO"|"SERVICES"|"N"
8/19/2013 2:28:00 PM|"SPW"|38|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
8/19/2013 3:13:00 PM|"SPW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
8/20/2013 2:00:00 PM|"BLW"|31|"Female"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"IN TRAVEL"|"N"
8/20/2013 6:05:00 PM|"BLW"|21|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
8/21/2013 10:54:00 AM|"SPW"|34|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
8/21/2013 11:50:00 AM|"BLW"|33|"Female"|"MBR"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
8/21/2013 11:50:00 AM|"BLW"|46|"Male"|"MBR"|"GRY"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
8/21/2013 3:05:00 PM|"SPW"|48|"Male"|"MED"|"GRY"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
8/21/2013 3:05:00 PM|"SPW"|26|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"IN TRAVEL"|"N"
8/23/2013 4:15:00 PM|"SPW"|34|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"Y"
8/23/2013 5:45:00 PM|"SPW"|23|"Female"|"LBR"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
8/23/2013 8:30:00 PM|"SPW"|30|"Male"|"MBR"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
8/24/2013 3:30:00 AM|"BLW"|19|"Male"|"LGT"|"BRO"|"GRN"|"CANADA"|"TRAVEL/SEEKING"|"N"
8/24/2013 7:35:00 AM|"BLW"|22|"Male"|"LGT"|"BRO"|"BLU"|"CANADA"|"TRAVEL/SEEKING"|"N"
8/25/2013 6:34:00 PM|"SPW"|25|"Male"|"FAR"|"BRO"|"BRO"|"MEXICO"|"SERVICES"|"N"
8/26/2013 12:30:00 AM|"BLW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
8/26/2013 12:30:00 AM|"BLW"|29|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
8/26/2013 12:30:00 AM|"BLW"|41|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
8/26/2013 11:23:00 AM|"SPW"|21|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
8/26/2013 12:19:00 PM|"SPW"|37|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
8/26/2013 1:38:00 PM|"SPW"|24|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
8/27/2013 12:37:00 PM|"SPW"|22|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
8/27/2013 1:26:00 PM|"SPW"|32|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
8/29/2013 8:45:00 AM|"BLW"|34|"Male"|"LGT"|"GRY"|"HAZ"|"ROMANIA"|"TRAVEL/SEEKING"|"N"
8/29/2013 10:36:00 AM|"SPW"|31|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
8/29/2013 11:18:00 AM|"SPW"|20|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
8/29/2013 12:06:00 PM|"SPW"|19|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
9/2/2013 9:58:00 AM|"SPW"|50|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
9/2/2013 10:53:00 AM|"SPW"|48|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
9/4/2013 11:41:00 AM|"SPW"|33|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
9/5/2013 10:00:00 AM|"BLW"|44|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"Y"
9/5/2013 11:20:00 AM|"SPW"|20|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
9/5/2013 2:00:00 PM|"SPW"|48|"Male"|"MED"|"BLK"|"BRO"|"GHANA"|"IN INSTITUTION"|"N"
9/5/2013 11:00:00 PM|"SPW"|30|"Male"|"MBR"|"BLK"|"BRO"|"GUATEMALA"|"SERVICES"|"N"
9/6/2013 11:12:00 AM|"SPW"|43|"Male"|"MED"|"BLK"|"BRO"|"HONDURAS"|"IN INSTITUTION"|"N"
9/6/2013 12:30:00 PM|"BLW"|26|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"Y"
9/6/2013 1:29:00 PM|"BLW"|30|"Male"|"LGT"|"BRO"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"
9/6/2013 11:07:00 PM|"BLW"|52|"Female"|"MED"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"
9/9/2013 10:42:00 AM|"SPW"|23|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
9/9/2013 1:05:00 PM|"SPW"|22|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
9/9/2013 2:02:00 PM|"SPW"|25|"Female"|"MED"|"BRO"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"
9/9/2013 11:08:00 PM|"BLW"|38|"Male"|"LBR"|"BLK"|"BRO"|"CANADA"|"IN TRAVEL"|"N"
9/9/2013 11:08:00 PM|"BLW"|39|"Male"|"MED"|"BLK"|"BRO"|"HONG KONG"|"IN TRAVEL"|"N"
9/10/2013 10:00:00 PM|"SPW"|25|"Female"|"MED"|"BLK"|"BRO"|"EL SALVADOR"|"IN TRAVEL"|"N"
9/11/2013 10:05:00 AM|"SPW"|22|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
9/12/2013 10:50:00 AM|"BLW"|23|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"SEEKING EMPLOYMENT"|"Y"
9/12/2013 7:45:00 PM|"BLW"|32|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
9/12/2013 8:14:00 PM|"BLW"|2|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"IN TRAVEL"|"N"
9/12/2013 8:14:00 PM|"BLW"|30|"Female"|"MED"|"BLK"|"BRO"|"INDIA"|"IN TRAVEL"|"N"
9/13/2013 9:45:00 AM|"BLW"|43|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
9/15/2013 1:39:00 PM|"BLW"|31|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"SEEKING EMPLOYMENT"|"N"
9/16/2013 6:00:00 PM|"BLW"|27|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"IN TRAVEL"|"N"
9/16/2013 8:36:00 PM|"BLW"|26|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"IN TRAVEL"|"N"
9/17/2013 11:42:00 PM|"BLW"|46|"Male"|"FAR"|"GRY"|"BLU"|"SWEDEN"|"IN TRAVEL"|"N"
9/19/2013 11:08:00 AM|"SPW"|29|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
9/19/2013 12:04:00 PM|"SPW"|22|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
9/19/2013 4:33:00 PM|"BLW"|23|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"TRAVEL/SEEKING"|"N"
9/19/2013 10:45:00 PM|"BLW"|38|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"Y"
9/20/2013 10:38:00 AM|"BLW"|23|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
9/20/2013 2:00:00 PM|"BLW"|42|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
9/22/2013 4:41:00 PM|"BLW"|33|"Male"|"LBR"|"BLD"|"BLK"|"MEXICO"|"IN TRAVEL"|"Y"
9/22/2013 6:51:00 PM|"BLW"|28|"Male"|"MED"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"
9/23/2013 12:23:00 AM|"BLW"|18|"Male"|"MED"|"BLK"|"BRO"|"HONDURAS"|"TRAVEL/SEEKING"|"N"
9/23/2013 10:59:00 AM|"SPW"|39|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
9/24/2013 5:00:00 AM|"BLW"|28|"Male"|"LGT"|"BLK"|"BLU"|"CANADA"|"IN TRAVEL"|"N"
9/24/2013 10:29:00 AM|"SPW"|22|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
9/24/2013 11:22:00 AM|"SPW"|37|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
9/25/2013 7:55:00 PM|"BLW"|29|"Male"|"MED"|"BLK"|"GRN"|"INDIA"|"IN TRAVEL"|"N"
9/25/2013 7:55:00 PM|"BLW"|26|"Female"|"MED"|"BRO"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
9/25/2013 8:35:00 PM|"BLW"|32|"Female"|"MED"|"BRO"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
9/25/2013 8:45:00 PM|"BLW"|33|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
9/27/2013 1:30:00 AM|"SPW"|33|"Male"|"MBR"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
9/27/2013 2:30:00 PM|"BLW"|23|"Male"|"LGT"|"BRO"|"BRO"|"CANADA"|"IN TRAVEL"|"N"
9/27/2013 5:30:00 PM|"BLW"|32|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
9/27/2013 9:49:00 PM|"BLW"|25|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
9/28/2013 2:10:00 AM|"SPW"|36|"Male"|"FAR"|"BLK"|"BRO"|"TUNISIA"|"SEEKING EMPLOYMENT"|"N"
9/30/2013 2:22:00 AM|"SPW"|27|"Male"|"MED"|"BRO"|"BRO"|"HONDURAS"|"SEEKING EMPLOYMENT"|"Y"
9/30/2013 11:30:00 AM|"SPW"|45|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
10/2/2013 1:30:00 AM|"SPW"|18|"Male"|"FAR"|"BRO"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
10/2/2013 1:30:00 AM|"SPW"|23|"Male"|"FAR"|"BRO"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
10/2/2013 8:15:00 AM|"SPW"|31|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
10/3/2013 11:41:00 AM|"SPW"|35|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
10/3/2013 4:33:00 PM|"BLW"|42|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
10/5/2013 11:00:00 AM|"BLW"|47|"Female"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
10/5/2013 6:45:00 PM|"SPW"|44|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"Y"
10/7/2013 11:53:00 AM|"SPW"|36|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
10/8/2013 1:15:00 PM|"BLW"|35|"Female"||"BLN"|"HAZ"|"CANADA"||"N"
10/10/2013 11:25:00 AM|"SPW"|38|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
10/10/2013 4:26:00 PM|"SPW"|46|"Male"|"MED"|"BRO"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
10/13/2013 11:15:00 PM|"BLW"|17|"Male"|"MED"|"BLK"|"BRO"|"HONDURAS"|"TRAVEL/SEEKING"|"N"
10/14/2013 11:25:00 AM|"SPW"|34|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
10/15/2013 11:51:00 AM|"SPW"|28|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"
10/15/2013 3:24:00 PM|"SPW"|30|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"Y"
10/18/2013 7:00:00 PM|"BLW"|30|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
10/18/2013 7:12:00 PM|"BLW"|22|"Male"|"MED"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"
10/20/2013 12:59:00 AM|"SPW"|27|"Male"|"FAR"|"BRO"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
10/20/2013 3:27:00 AM|"SPW"|24|"Male"|"FAR"|"BRO"|"BRO"|"MEXICO"|"SEEKING EMPLOYMENT"|"N"
10/21/2013 9:30:00 AM|"SPW"|32|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"SEEKING EMPLOYMENT"|"N"
10/21/2013 12:32:00 PM|"SPW"|28|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
10/22/2013 11:47:00 AM|"SPW"|34|"Female"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
10/22/2013 4:06:00 PM|"BLW"|52|"Male"|"DRK"|"BLK"|"BRO"|"CUBA"|"TRAVEL/SEEKING"|"Y"
10/22/2013 5:30:00 PM|"BLW"|19|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
10/22/2013 5:30:00 PM|"BLW"|21|"Female"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"TRAVEL/SEEKING"|"N"
10/23/2013 7:16:00 PM|"BLW"|22|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
10/23/2013 7:16:00 PM|"BLW"|18|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
10/23/2013 7:16:00 PM|"BLW"|23|"Male"|"MED"|"BRO"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
