"U.S. Border Patrol Blaine and Spokane Sectors' Processed Subjects in I-44 Events"||||||||||
"January 1, 2012 - June 30, 2019"||||||||||
"Data includes Deportable and Non-Deportable Processed Subjects"||||||||||
"Data Source: EID (Unofficial) as of 9/30/19"||||||||||
||||||||||
||||||||||
"APPR_DT_TIME"|"SECTOR"|"APP_AGE"|"GENDER"|"COMPLEXION"|"HAIR_COLOR"|"EYE_COLOR"|"CITIZENSHIP"|"STATUS_WHEN_FOUND"|"CRIMINAL_ALIEN"|"DEPORTABLE"
6/11/2013 4:08:00 AM|"BLW"|24|"Female"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"|"Y"
6/11/2013 4:08:00 AM|"BLW"|24|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"|"Y"
6/11/2013 4:08:00 AM|"BLW"|33|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"|"Y"
6/11/2013 10:00:00 AM|"SPW"|24|"Female"||||"UNITED STATES"||"N"|"N"
6/11/2013 12:00:00 PM|"SPW"|41|"Male"||||"UNITED STATES"||"N"|"N"
6/12/2013 7:45:00 PM|"BLW"|30|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
6/12/2013 7:45:00 PM|"BLW"|35|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
6/12/2013 7:45:00 PM|"BLW"|21|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
6/13/2013 12:30:00 AM|"BLW"|40|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"|"Y"
6/13/2013 1:28:00 AM|"BLW"|38|"Male"|"LBR"|"BRO"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"|"Y"
6/13/2013 5:15:00 PM|"SPW"|36|"Male"||"BLK"|"BRO"|"MEXICO"||"N"|"N"
6/15/2013 2:16:00 PM|"BLW"|38|"Male"|"MED"|"BLK"|"BRO"|"MALAYSIA"|"IN TRAVEL"|"N"|"Y"
6/15/2013 2:16:00 PM|"BLW"|58|"Male"||"GRY"|"BRO"|"UNITED STATES"||"N"|"N"
6/15/2013 2:16:00 PM|"BLW"|45|"Female"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
6/20/2013 1:45:00 AM|"SPW"|21|"Female"||"BLD"|"BRO"|"UNITED STATES"||"N"|"N"
6/20/2013 1:45:00 AM|"SPW"|20|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
6/20/2013 9:45:00 PM|"BLW"|15|"Male"||"RED"|"GRN"|"UNITED STATES"||"N"|"N"
6/21/2013 1:15:00 AM|"BLW"|43|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
6/21/2013 10:25:00 AM|"SPW"|27|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"IN INSTITUTION"|"N"|"Y"
6/23/2013 7:09:00 PM|"SPW"|18|"Female"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"|"N"
6/28/2013 3:15:00 PM|"SPW"|18|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
6/28/2013 8:30:00 PM|"SPW"|28|"Male"||"BLN"|"HAZ"|"UNITED STATES"||"N"|"N"
6/29/2013 3:15:00 PM|"SPW"|16|"Male"||||"UNITED STATES"||"N"|"N"
7/1/2013 3:42:00 PM|"SPW"|20|"Male"|||"HAZ"|"UNITED STATES"||"N"|"N"
7/1/2013 3:42:00 PM|"SPW"|21|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
7/3/2013 1:18:00 PM|"SPW"|35|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"||"Y"|"Y"
7/3/2013 1:18:00 PM|"SPW"|30|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"Y"|"Y"
7/5/2013 2:15:00 AM|"SPW"|27|"Female"||"BLN"|"BRO"|"UNITED STATES"||"N"|"N"
7/5/2013 11:40:00 AM|"SPW"||"Female"||"BLK"|"BRO"|"HONDURAS"||"N"|"N"
7/8/2013 2:00:00 PM|"SPW"|37|"Unknown"||||"UNITED STATES"||"N"|"N"
7/8/2013 2:00:00 PM|"SPW"|29|"Female"||||"UNITED STATES"||"N"|"N"
7/10/2013 12:00:00 AM|"SPW"|36|"Male"||"BLK"|"BRO"|"MEXICO"||"N"|"N"
7/10/2013 2:30:00 PM|"BLW"|22|"Female"||||"UNITED STATES"||"N"|"N"
7/11/2013 9:00:00 AM|"BLW"|27|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
7/11/2013 4:36:00 PM|"BLW"|52|"Male"||"BRO"||"UNITED STATES"||"N"|"N"
7/12/2013 1:25:00 PM|"BLW"|22|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"IN TRAVEL"|"N"|"Y"
7/14/2013 7:25:00 PM|"SPW"|34|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"SEEKING EMPLOYMENT"|"N"|"Y"
7/19/2013 11:15:00 AM|"SPW"|24|"Male"||||"UNITED STATES"||"N"|"N"
7/19/2013 5:00:00 PM|"BLW"|64|"Female"||"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
7/20/2013 6:30:00 PM|"BLW"|22|"Female"|"MED"|"BLK"|"BRO"|"CHINA, PEOPLES REPUBLIC OF"|"TRAVEL/SEEKING"|"N"|"Y"
7/20/2013 6:30:00 PM|"BLW"|46|"Female"|"MED"|"BLK"|"BRO"|"CHINA, PEOPLES REPUBLIC OF"|"TRAVEL/SEEKING"|"N"|"Y"
7/20/2013 10:52:00 PM|"BLW"|49|"Female"||"BLK"|"BLK"|"UNITED STATES"||"N"|"N"
7/21/2013 5:15:00 PM|"SPW"|31|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"Y"|"Y"
7/21/2013 5:15:00 PM|"SPW"|26|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"|"Y"
7/21/2013 7:05:00 PM|"BLW"|41|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
7/21/2013 10:14:00 PM|"BLW"|34|"Male"||"BRO"|"GRN"|"UNITED STATES"||"N"|"N"
7/23/2013 10:46:00 AM|"SPW"|25|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
7/23/2013 4:30:00 PM|"BLW"|42|"Male"||"BLD"|"BRO"|"UNITED STATES"||"N"|"N"
7/23/2013 8:00:00 PM|"BLW"|24|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
7/23/2013 8:15:00 PM|"SPW"|43|"Male"||||"UNITED STATES"||"N"|"N"
7/24/2013 12:24:00 PM|"SPW"|32|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"|"Y"
7/24/2013 7:23:00 PM|"SPW"|28|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
7/25/2013 8:17:00 PM|"BLW"|38|"Female"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
7/28/2013 2:47:00 PM|"SPW"|21|"Male"||"BRO"||"UNITED STATES"||"N"|"N"
7/30/2013 1:55:00 AM|"BLW"|60|"Male"||"GRY"|"BRO"|"UNITED STATES"||"N"|"N"
8/1/2013 4:00:00 PM|"BLW"|30|"Male"||"BLK"|"BRO"|"SOUTH KOREA"|"LIGHT INDUSTRY"|"N"|"N"
8/3/2013 8:50:00 PM|"BLW"|32|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
8/3/2013 8:50:00 PM|"BLW"|34|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
8/3/2013 8:50:00 PM|"BLW"|23|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
8/3/2013 8:50:00 PM|"BLW"|31|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
8/3/2013 8:50:00 PM|"BLW"|24|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
8/6/2013 3:30:00 AM|"BLW"|44|"Male"||||"CANADA"||"N"|"N"
8/6/2013 9:50:00 PM|"BLW"|40|"Female"|"MED"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"|"Y"
8/6/2013 9:50:00 PM|"BLW"|42|"Male"|"MBR"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"|"Y"
8/6/2013 11:46:00 PM|"BLW"|34|"Male"||"BLK"|"BRO"|"UNITED STATES"||"Y"|"N"
8/12/2013 5:45:00 AM|"SPW"|50|"Unknown"||||"UNITED STATES"||"N"|"N"
8/12/2013 5:45:00 AM|"SPW"|54|"Unknown"||||"UNITED STATES"||"N"|"N"
8/12/2013 5:45:00 AM|"SPW"|19|"Unknown"||||"UNITED STATES"||"N"|"N"
8/12/2013 11:11:00 AM|"SPW"|25|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
8/12/2013 12:08:00 PM|"SPW"|36|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"|"Y"
8/13/2013 2:30:00 PM|"SPW"|41|"Female"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
8/13/2013 2:30:00 PM|"SPW"|32|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
8/13/2013 4:20:00 PM|"SPW"|49|"Male"||||"CANADA"||"N"|"N"
8/14/2013 11:21:00 PM|"SPW"|20|"Male"||"BRO"||"UNITED STATES"||"N"|"N"
8/15/2013 10:00:00 AM|"SPW"|22|"Female"||"BRO"|"GRN"|"UNITED STATES"||"N"|"N"
8/15/2013 8:09:00 PM|"BLW"|28|"Male"|"MED"|"BLK"|"BRO"|"INDIA"||"N"|"Y"
8/16/2013 1:34:00 PM|"BLW"|37|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
8/19/2013 2:28:00 PM|"SPW"|38|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"Y"|"Y"
8/20/2013 1:10:00 AM|"BLW"|34|"Male"||"BRO"|"BRO"|"UNITED STATES"||"Y"|"N"
8/20/2013 6:05:00 PM|"BLW"|24|"Female"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
8/20/2013 6:05:00 PM|"BLW"|21|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"|"Y"
8/21/2013 4:45:00 PM|"BLW"|26|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
8/21/2013 5:11:00 PM|"BLW"|37|"Male"||"BRO"|"BRO"|"FRANCE"||"N"|"N"
8/22/2013 2:05:00 PM|"BLW"||"Unknown"||||"UNKNOWN"||"N"|"N"
8/22/2013 2:05:00 PM|"BLW"||"Unknown"||||"UNKNOWN"||"N"|"N"
8/22/2013 10:12:00 PM|"BLW"||"Unknown"||||"UNKNOWN"||"N"|"N"
8/24/2013 10:00:00 PM|"BLW"|21|"Male"|"MBR"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"|"N"
8/24/2013 10:00:00 PM|"BLW"|43|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"|"N"
8/25/2013 7:18:00 AM|"BLW"|23|"Male"||"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
8/26/2013 12:30:00 AM|"BLW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"|"Y"
8/26/2013 12:30:00 AM|"BLW"|29|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"|"Y"
8/26/2013 12:30:00 AM|"BLW"|41|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"|"Y"
8/26/2013 1:40:00 AM|"BLW"|15|"Male"|"MED"|"BLK"|"BRO"|"UNITED STATES"|"IN TRAVEL"|"N"|"N"
8/27/2013 10:23:00 AM|"SPW"|43|"Female"||"BLK"|"BLU"|"UNITED STATES"||"N"|"N"
8/27/2013 10:23:00 AM|"SPW"|44|"Male"||"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
8/27/2013 10:23:00 AM|"SPW"|33|"Male"||"BLK"|"GRN"|"UNITED STATES"||"N"|"N"
8/29/2013 2:45:00 AM|"SPW"|20|"Male"||"BRO"||"UNITED STATES"||"N"|"N"
8/29/2013 10:36:00 AM|"SPW"|31|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
8/29/2013 12:06:00 PM|"SPW"|19|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
8/29/2013 9:30:00 PM|"BLW"|22|"Male"||"BRO"|"HAZ"|"UNITED STATES"||"N"|"N"
8/29/2013 9:30:00 PM|"BLW"|20|"Male"||"BRO"|"HAZ"|"UNITED STATES"||"N"|"N"
8/31/2013 10:25:00 PM|"SPW"|21|"Male"||"BRO"||"UNITED STATES"||"N"|"N"
8/31/2013 11:43:00 PM|"SPW"|36|"Male"||||"UNITED STATES"||"N"|"N"
9/2/2013 10:35:00 PM|"SPW"|26|"Male"||||"UNITED STATES"||"N"|"N"
9/8/2013 5:57:00 PM|"SPW"|50|"Female"||||"UNITED STATES"||"N"|"N"
9/8/2013 5:57:00 PM|"SPW"|44|"Female"||||"UNITED STATES"||"N"|"N"
9/8/2013 5:57:00 PM|"SPW"|26|"Male"||||"UNITED STATES"||"N"|"N"
9/8/2013 10:30:00 PM|"BLW"|44|"Male"||"BLD"|"BRO"|"UNITED STATES"||"N"|"N"
9/9/2013 11:08:00 PM|"BLW"|44|"Female"|"MED"|"BLK"|"BRO"|"UNITED STATES"|"IN TRAVEL"|"N"|"N"
9/9/2013 11:08:00 PM|"BLW"|38|"Male"|"LBR"|"BLK"|"BRO"|"CANADA"|"IN TRAVEL"|"N"|"Y"
9/9/2013 11:08:00 PM|"BLW"|39|"Male"|"MED"|"BLK"|"BRO"|"HONG KONG"|"IN TRAVEL"|"N"|"Y"
9/10/2013 12:53:00 AM|"BLW"|37|"Female"||"BRO"|"HAZ"|"UNITED STATES"||"N"|"N"
9/13/2013 11:30:00 AM|"SPW"|32|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
9/13/2013 11:30:00 AM|"SPW"|35|"Female"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
9/13/2013 11:30:00 AM|"SPW"||"Unknown"||||"UNITED STATES"||"N"|"N"
9/13/2013 11:30:00 AM|"SPW"||"Unknown"||||"UNITED STATES"||"N"|"N"
9/13/2013 1:50:00 PM|"SPW"|27|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
9/13/2013 1:50:00 PM|"SPW"|27|"Male"||"BRO"|"GRN"|"UNITED STATES"||"N"|"N"
9/13/2013 3:19:00 PM|"SPW"|41|"Male"||"BLD"|"BLU"|"UNITED STATES"||"N"|"N"
9/13/2013 6:00:00 PM|"SPW"|28|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
9/14/2013 2:25:00 AM|"SPW"|15|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
9/16/2013 3:34:00 AM|"SPW"|29|"Male"||"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
9/16/2013 2:00:00 PM|"BLW"|55|"Female"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
9/16/2013 4:30:00 PM|"BLW"|51|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
9/16/2013 4:30:00 PM|"BLW"|30|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
9/20/2013 12:22:00 AM|"BLW"|22|"Male"||||"UNITED STATES"||"N"|"N"
9/20/2013 12:22:00 AM|"BLW"|22|"Female"||||"UNITED STATES"||"N"|"N"
9/20/2013 12:15:00 PM|"SPW"|53|"Female"||||"CANADA"||"N"|"N"
9/20/2013 10:34:00 PM|"BLW"|33|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
9/23/2013 11:04:00 AM|"BLW"|32|"Male"||"BLK"|"BRO"|"CUBA"||"N"|"N"
9/23/2013 12:00:00 PM|"SPW"|37|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
9/24/2013 10:29:00 AM|"SPW"|22|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
9/24/2013 11:22:00 AM|"SPW"|37|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
9/24/2013 7:00:00 PM|"BLW"|20|"Male"||"BLK"|"HAZ"|"UNITED STATES"||"N"|"N"
9/24/2013 10:48:00 PM|"SPW"|19|"Male"||||"UNITED STATES"||"N"|"N"
9/25/2013 8:45:00 AM|"BLW"|58|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
9/25/2013 7:55:00 PM|"BLW"|29|"Male"|"MED"|"BLK"|"GRN"|"INDIA"|"IN TRAVEL"|"N"|"Y"
9/25/2013 7:55:00 PM|"BLW"|26|"Female"|"MED"|"BRO"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"|"Y"
9/25/2013 8:35:00 PM|"BLW"|32|"Female"|"MED"|"BRO"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"|"Y"
9/25/2013 8:45:00 PM|"BLW"|33|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"|"Y"
9/27/2013 5:30:00 PM|"BLW"|32|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"|"Y"
9/29/2013 11:33:00 PM|"SPW"|35|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
10/1/2013 12:00:00 PM|"BLW"|42|"Male"||"BLK"|"BRO"|"IRAN"||"N"|"N"
10/1/2013 2:06:00 PM|"BLW"|16|"Female"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
10/6/2013 1:00:00 PM|"BLW"|36|"Female"||"BLK"|"BRO"|"HONDURAS"||"N"|"N"
10/6/2013 10:30:00 PM|"BLW"|22|"Male"||"BLK"|"GRN"|"UNITED STATES"||"N"|"N"
10/6/2013 10:30:00 PM|"BLW"|21|"Male"||||"UNITED STATES"||"N"|"N"
10/8/2013 1:15:00 PM|"BLW"|35|"Female"||"BLN"|"HAZ"|"CANADA"||"N"|"Y"
10/8/2013 1:15:00 PM|"BLW"|41|"Male"||"BLD"|"BLU"|"UNITED STATES"||"N"|"N"
10/8/2013 1:30:00 PM|"BLW"|46|"Male"||"GRY"|"BRO"|"UNITED STATES"||"N"|"N"
10/8/2013 8:42:00 PM|"BLW"|39|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
10/9/2013 11:00:00 PM|"SPW"|30|"Female"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
10/10/2013 10:30:00 AM|"BLW"|32|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
10/10/2013 1:40:00 PM|"SPW"|63|"Male"||"GRY"|"BLU"|"UNITED STATES"||"N"|"N"
10/10/2013 1:40:00 PM|"SPW"|35|"Female"||"BRO"|"HAZ"|"UNITED STATES"||"N"|"N"
10/10/2013 3:10:00 PM|"BLW"|25|"Male"||"BRO"|"HAZ"|"UNITED STATES"||"N"|"N"
10/10/2013 4:00:00 PM|"SPW"|44|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
10/11/2013 5:00:00 PM|"SPW"|51|"Male"||"BLK"|"BRO"|"SPAIN"||"N"|"N"
10/12/2013 6:39:00 PM|"BLW"|51|"Unknown"||||"UNITED STATES"||"N"|"N"
10/13/2013 1:45:00 AM|"SPW"|17|"Female"||"RED"|"BRO"|"ROMANIA"||"N"|"N"
10/14/2013 11:25:00 AM|"SPW"|34|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
10/14/2013 8:05:00 PM|"BLW"|26|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
10/17/2013 2:55:00 PM|"SPW"|24|"Male"||||"UNITED STATES"||"N"|"N"
10/17/2013 2:55:00 PM|"SPW"|41|"Female"||||"UNITED STATES"||"N"|"N"
10/19/2013 2:49:00 AM|"BLW"|23|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
10/22/2013 11:00:00 AM|"SPW"|38|"Unknown"||||"UNITED STATES"||"N"|"N"
10/22/2013 5:30:00 PM|"BLW"|19|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"|"Y"
10/22/2013 5:30:00 PM|"BLW"|21|"Female"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"TRAVEL/SEEKING"|"N"|"Y"
10/24/2013 10:50:00 AM|"BLW"|23|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
10/24/2013 8:05:00 PM|"BLW"|40|"Male"||||"UNITED STATES"||"N"|"N"
10/25/2013 12:30:00 AM|"BLW"|42|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
10/25/2013 5:30:00 PM|"BLW"|32|"Male"||"BLK"|"BRO"|"MEXICO"||"N"|"N"
10/25/2013 11:50:00 PM|"BLW"|42|"Unknown"||||"CANADA"||"N"|"N"
10/26/2013 4:03:00 PM|"BLW"|24|"Male"|"MED"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"|"Y"
10/26/2013 4:03:00 PM|"BLW"|44|"Male"|"MED"|"BRO"|"GRN"|"UNITED STATES"|"TRAVEL/SEEKING"|"Y"|"N"
10/28/2013 11:32:00 AM|"SPW"|46|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"|"Y"
10/29/2013 12:20:00 PM|"BLW"|22|"Female"||"BLK"|"BLK"|"CANADA"||"N"|"N"
10/29/2013 12:45:00 PM|"BLW"|38|"Female"|"MED"|"BLK"|"BRO"|"KOREA"|"TRAVEL/SEEKING"|"Y"|"Y"
10/29/2013 1:05:00 PM|"BLW"|41|"Male"|"MED"|"BRO"|"GRN"|"UNITED STATES"|"IN TRAVEL"|"N"|"N"
10/29/2013 1:05:00 PM|"BLW"|48|"Female"|"MED"|"BLK"|"BRO"|"KOREA"|"IN TRAVEL"|"N"|"Y"
10/29/2013 1:05:00 PM|"BLW"|42|"Female"|"MED"|"BLK"|"BRO"|"CHINA, PEOPLES REPUBLIC OF"|"TRAVEL/SEEKING"|"N"|"Y"
11/3/2013 11:00:00 PM|"BLW"|37|"Male"|"MED"|"BLK"|"BRO"|"EL SALVADOR"|"IN TRAVEL"|"N"|"Y"
11/4/2013 5:30:00 PM|"BLW"|27|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
11/7/2013 2:47:00 AM|"BLW"|16|"Male"|"MED"|"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
11/7/2013 11:05:00 AM|"BLW"|29|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"|"Y"
11/7/2013 9:00:00 PM|"BLW"|35|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"|"Y"
11/8/2013 9:30:00 AM|"BLW"|33|"Male"|"MED"|"BRO"|"GRN"|"CANADA"|"TRAVEL/SEEKING"|"N"|"Y"
11/10/2013 10:52:00 PM|"BLW"|41|"Male"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
11/12/2013 10:40:00 AM|"SPW"|22|"Male"|"MED"|"BLK"|"BRO"|"EL SALVADOR"|"IN INSTITUTION"|"N"|"Y"
11/16/2013 6:25:00 AM|"SPW"|36|"Male"||"BRO"|"GRN"|"UNITED STATES"||"N"|"N"
11/16/2013 9:30:00 PM|"BLW"|18|"Male"||"BRO"|"HAZ"|"UNITED STATES"||"N"|"N"
11/17/2013 3:21:00 PM|"BLW"|22|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
11/18/2013 3:20:00 AM|"BLW"|27|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
11/18/2013 3:20:00 AM|"BLW"|19|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
11/18/2013 10:30:00 AM|"SPW"|25|"Male"||"BLK"|"BRO"|"GUATEMALA"||"N"|"N"
11/18/2013 10:30:00 AM|"SPW"|30|"Female"||"BLK"|"BRO"|"CHINA, PEOPLES REPUBLIC OF"||"N"|"N"
11/20/2013 1:00:00 AM|"BLW"|49|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
11/20/2013 5:15:00 PM|"SPW"|28|"Male"||"BRO"|"BRO"|"UNITED STATES"||"N"|"N"
11/22/2013 4:30:00 PM|"SPW"|47|"Male"||"GRY"|"BRO"|"UNITED STATES"||"N"|"N"
11/24/2013 12:45:00 AM|"BLW"|26|"Female"||||"UNITED STATES"||"N"|"N"
11/24/2013 8:56:00 PM|"BLW"|53|"Male"||"BLK"|"BRO"|"INDIA"||"N"|"N"
11/25/2013 12:42:00 AM|"BLW"|32|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
11/25/2013 11:00:00 AM|"SPW"|26|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"|"Y"
11/26/2013 8:30:00 AM|"SPW"||"Male"||"BLK"|"BRO"|"VIETNAM"||"N"|"N"
11/27/2013 5:00:00 PM|"SPW"|29|"Male"||"BLN"|"BLU"|"UNITED STATES"||"N"|"N"
11/27/2013 8:46:00 PM|"SPW"|25|"Male"||"BRO"||"UNITED STATES"||"N"|"N"
11/27/2013 8:46:00 PM|"SPW"|19|"Female"||||"UNITED STATES"||"N"|"N"
11/29/2013 9:56:00 PM|"BLW"|61|"Female"||"GRY"|"BRO"|"UNITED STATES"||"N"|"N"
11/29/2013 9:56:00 PM|"BLW"|26|"Female"||"BLK"|"BRO"|"UNITED STATES"||"N"|"N"
12/1/2013 2:30:00 PM|"SPW"|50|"Unknown"||||"UNITED STATES"||"N"|"N"
12/3/2013 12:03:00 PM|"BLW"|50|"Female"||"BLK"|"BLU"|"UNITED STATES"||"N"|"N"
12/3/2013 12:30:00 PM|"BLW"|55|"Male"||"GRY"|"BRO"|"UNITED STATES"||"N"|"N"
12/12/2013 6:15:00 PM|"BLW"|41|"Male"|"MED"|"BLK"|"BRO"|"CHINA, PEOPLES REPUBLIC OF"|"TRAVEL/SEEKING"|"N"|"Y"
12/16/2013 9:45:00 PM|"SPW"|27|"Male"||"BRO"||"UNITED STATES"||"N"|"N"
12/17/2013 11:00:00 AM|"SPW"|43|"Male"||"BRO"|"BLU"|"UNITED STATES"||"N"|"N"
12/21/2013 4:37:00 PM|"BLW"|26|"Female"||"BLK"||"CHINA, PEOPLES REPUBLIC OF"||"N"|"Y"
12/21/2013 4:37:00 PM|"BLW"|26|"Male"||"BLK"||"CHINA, PEOPLES REPUBLIC OF"||"N"|"Y"
12/23/2013 10:20:00 PM|"SPW"|33|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"Y"|"Y"
12/23/2013 10:20:00 PM|"SPW"|32|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"|"Y"
12/25/2013 4:50:00 PM|"BLW"|25|"Male"|"MED"|"BLK"|"BRO"|"EL SALVADOR"||"N"|"Y"
12/25/2013 4:50:00 PM|"BLW"|33|"Male"|"LBR"|"BLK"|"BRO"|"EL SALVADOR"|"TRAVEL/SEEKING"|"N"|"Y"
